ID,POSITION
352,1
353,5
354,3
355,7
356,0
357,3
358,8
359,8
360,5
361,2
362,9
363,2
364,6
365,2
366,5
367,9
368,1
369,1
370,8
371,2
372,9
373,8
374,3
375,6
376,2
377,6
378,7
379,2
380,5
381,7
382,7
383,2
384,9
385,9
386,8
387,2
388,0
389,7
390,8
391,8
392,7
393,6
394,5
395,1
396,6
397,1
398,3
399,6
400,2
401,1
402,8
403,1
404,9
405,8
406,2
407,4
408,0
409,5
410,3
411,4
412,2
413,9
414,0
415,0
416,2
417,5
418,4
419,3
420,0
421,3
422,5
423,2
424,9
425,2
426,8
427,9
428,3
429,5
430,6
431,2
432,0
433,0
434,0
435,5
436,6
437,6
438,1
439,3
440,6
441,8
442,7
443,8
444,9
445,0
446,5
447,7
448,8
449,7
450,9
451,0
452,0
453,9
454,6
455,7
456,7
457,9
458,0
459,7
460,1
461,1
462,2
463,0
464,6
465,4
466,6
467,6
468,3
469,0
470,9
471,5
472,0
473,6
474,0
475,0
476,7
477,7
478,0
479,3
480,5
481,5
482,4
483,9
484,1
485,0
486,9
487,0
488,1
489,9
490,3
491,1
492,0
493,3
494,9
495,8
496,6
497,9
498,2
499,5
500,1
501,8
502,6
503,8
504,2
505,3
506,0
507,9
508,4
509,1
510,7
511,2
512,8
513,1
514,6
515,6
516,2
517,0
518,7
519,6
520,5
521,6
522,7
523,4
524,2
525,3
526,0
527,1
528,4
529,9
530,3
531,4
532,4
533,6
534,1
535,0
536,8
537,5
538,6
539,3
540,5
541,6
542,1
543,7
544,3
545,3
546,7
547,4
548,1
549,9
550,6
551,6
552,3
553,7
554,1
555,8
556,9
557,8
558,2
559,4
560,9
561,6
562,4
563,8
564,1
565,3
566,9
567,7
568,9
569,9
570,4
571,5
572,3
573,4
574,2
575,4
576,3
577,4
578,8
579,3
580,9
581,5
582,1
583,9
584,0
585,0
586,1
587,8
588,5
589,2
590,3
591,2
592,5
593,8
594,4
595,5
596,7
597,4
598,4
599,8
600,1
601,4
602,1
603,9
604,3
605,9
606,9
607,5
608,8
609,7
610,4
611,3
612,5
613,0
614,6
615,1
616,1
617,1
618,0
619,3
620,0
621,7
622,0
623,8
624,4
625,2
626,1
627,2
628,9
629,0
630,7
631,1
632,0
633,7
634,7
635,3
636,1
637,1
638,8
639,7
640,0
641,3
642,9
643,1
644,0
645,5
646,0
647,8
648,5
649,6
650,7
651,1
652,0
653,6
654,5
655,3
656,1
657,3
658,8
659,0
660,3
661,6
662,7
663,7
664,7
665,4
666,0
667,1
668,6
669,2
670,2
671,7
672,9
673,6
674,7
675,1
676,8
677,8
678,7
679,8
680,0
681,2
682,5
683,0
684,9
685,7
686,0
687,6
688,6
689,0
690,7
691,8
692,8
693,9
694,6
695,0
696,5
697,9
698,1
699,8
700,0
701,9
702,6
703,9
704,1
705,5
706,2
707,4
708,0
709,2
710,7
711,1
712,9
713,0
714,3
715,9
716,1
717,7
718,1
719,3
720,9
721,9
722,7
723,4
724,8
725,7
726,1
727,6
728,0
729,4
730,0
731,6
732,2
733,7
734,0
735,1
736,0
737,1
738,9
739,2
740,8
741,0
742,7
743,6
744,2
745,5
746,5
747,6
748,3
749,8
750,8
751,3
752,6
753,8
754,1
755,4
756,7
757,5
758,2
759,2
760,3
761,8
762,1
763,9
764,6
765,9
766,5
767,9
768,9
769,4
770,9
771,6
772,3
773,0
774,5
775,8
776,3
777,6
778,4
779,5
780,9
781,4
782,7
783,5
784,9
785,9
786,6
787,6
788,5
789,4
790,6
791,8
792,7
793,9
794,1
795,7
796,5
797,0
798,7
799,6
800,7
801,4
802,1
803,3
804,3
805,0
806,5
807,0
808,2
809,8
810,6
811,3
812,1
813,4
814,9
815,9
816,7
817,6
818,7
819,1
820,4
821,9
822,9
823,2
824,4
825,6
826,2
827,9
828,9
829,5
830,0
831,5
832,2
833,6
834,5
835,0
836,1
837,7
838,7
839,6
840,8
841,3
842,0
843,9
844,9
845,2
846,6
847,5
848,1
849,0
850,2
851,2
852,5
853,8
854,2
855,3
856,2
857,9
858,1
859,3
860,6
861,5
862,3
863,5
864,3
865,1
866,0
867,4
868,7
869,7
870,1
871,6
872,1
873,8
874,0
875,8
876,9
877,9
878,9
879,3
880,6
881,7
882,6
883,8
884,1
885,7
886,0
887,0
888,8
889,1
890,5
891,7
892,7
893,8
894,1
895,5
896,9
897,3
898,0
899,0
900,8
901,5
902,6
903,8
904,4
905,3
906,6
907,5
908,5
909,2
910,6
911,7
912,6
913,1
914,4
915,1
916,7
917,2
918,1
919,1
920,3
921,6
922,5
923,5
924,3
925,7
926,7
927,9
928,2
929,9
930,7
931,1
932,2
933,5
934,5
935,0
936,0
937,8
938,2
939,6
940,4
941,4
942,9
943,2
944,5
945,2
946,9
947,0
948,0
949,9
950,4
951,0
952,1
953,7
954,9
955,8
956,8
957,8
958,8
959,7
960,1
961,5
962,4
963,3
964,1
965,8
966,1
967,6
968,0
969,3
970,3
971,3
972,1
973,4
974,6
975,7
976,5
977,6
978,9
979,5
980,0
981,5
982,4
983,4
984,4
985,2
986,6
987,3
988,0
989,8
990,6
991,2
992,2
993,5
994,8
995,5
996,2
997,0
998,8
999,1
1000,5
1001,9
1002,9
1003,4
1004,8
1005,1
1006,5
1007,3
1008,2
1009,8
1010,5
1011,7
1012,4
1013,6
1014,9
1015,3
1016,1
1017,4
1018,3
1019,1
1020,7
1021,5
1022,1
1023,6
1024,4
1025,3
1026,4
1027,9
1028,6
1029,7
1030,1
1031,3
1032,9
1033,5
1034,4
1035,0
1036,3
1037,1
1038,5
1039,4
1040,4
1041,6
1042,3
1043,4
1044,3
1045,6
1046,7
1047,4
1048,1
1049,4
1050,3
1051,9
1052,0
1053,7
1054,5
1055,6
1056,3
1057,4
1058,7
1059,6
1060,5
1061,7
1062,1
1063,0
1064,1
1065,4
1066,7
1067,9
1068,3
1069,2
1070,7
1071,0
1072,0
1073,7
1074,2
1075,6
1076,0
1077,3
1078,2
1079,5
1080,7
1081,6
1082,1
1083,8
1084,1
1085,9
1086,8
1087,6
1088,0
1089,1
1090,3
1091,3
1092,4
1093,3
1094,7
1095,4
1096,2
1097,1
1098,9
1099,1
1100,4
1101,8
1102,0
1103,7
1104,0
1105,1
1106,5
1107,2
1108,5
1109,1
1110,9
1111,6
1112,1
1113,0
1114,2
1115,4
1116,4
1117,8
1118,5
1119,7
1120,4
1121,7
1122,4
1123,6
1124,7
1125,4
1126,2
1127,0
1128,6
1129,0
1130,7
1131,4
1132,4
1133,6
1134,0
1135,8
1136,6
1137,4
1138,9
1139,9
1140,8
1141,8
1142,7
1143,3
1144,7
1145,0
1146,5
1147,1
1148,0
1149,4
1150,7
1151,9
1152,3
1153,8
1154,5
1155,0
1156,5
1157,0
1158,2
1159,8
1160,0
1161,1
1162,8
1163,2
1164,6
1165,1
1166,3
1167,5
1168,5
1169,6
1170,0
1171,5
1172,6
1173,7
1174,7
1175,8
1176,5
1177,6
1178,3
1179,6
1180,9
1181,8
1182,6
1183,3
1184,9
1185,1
1186,7
1187,1
1188,1
1189,5
1190,9
1191,9
1192,8
1193,8
1194,5
1195,6
1196,2
1197,2
1198,8
1199,8
1200,6
1201,7
1202,4
1203,5
1204,9
1205,4
1206,7
1207,7
1208,8
1209,2
1210,6
1211,7
1212,6
1213,1
1214,4
1215,4
1216,2
1217,4
1218,3
1219,2
1220,7
1221,2
1222,1
1223,6
1224,0
1225,0
1226,2
1227,5
1228,5
1229,6
1230,6
1231,9
1232,1
1233,5
1234,6
1235,0
1236,7
1237,4
1238,1
1239,9
1240,6
1241,5
1242,7
1243,2
1244,6
1245,3
1246,9
1247,5
1248,2
1249,4
1250,0
1251,5
1252,8
1253,1
1254,7
1255,5
1256,5
1257,7
1258,3
1259,1
1260,4
1261,6
1262,0
1263,5
1264,5
1265,2
1266,3
1267,9
1268,1
1269,8
1270,7
1271,8
1272,0
1273,2
1274,3
1275,7
1276,7
1277,9
1278,4
1279,6
1280,0
1281,7
1282,6
1283,1
1284,3
1285,4
1286,0
1287,6
1288,2
1289,3
1290,8
1291,1
1292,0
1293,7
1294,8
1295,6
1296,9
1297,1
1298,5
1299,3
1300,4
1301,7
1302,1
1303,3
1304,5
1305,4
1306,8
1307,2
1308,4
1309,5
1310,3
1311,5
1312,2
1313,2
1314,9
1315,7
1316,7
1317,6
1318,1
1319,0
1320,7
1321,9
1322,5
1323,2
1324,6
1325,0
1326,3
1327,3
1328,1
1329,1
1330,6
1331,1
1332,0
1333,2
1334,5
1335,0
1336,3
1337,5
1338,7
1339,3
1340,8
1341,0
1342,0
1343,3
1344,3
1345,1
1346,4
1347,5
1348,2
1349,4
1350,7
1351,8
1352,5
1353,4
1354,5
1355,7
1356,9
1357,3
1358,0
1359,8
1360,7
1361,0
1362,9
1363,9
1364,5
1365,4
1366,5
1367,3
1368,5
1369,2
1370,0
1371,1
1372,3
1373,5
1374,2
1375,9
1376,9
1377,6
1378,2
1379,1
1380,1
1381,8
1382,1
1383,9
1384,4
1385,7
1386,1
1387,1
1388,6
1389,9
1390,7
1391,8
1392,2
1393,5
1394,5
1395,1
1396,4
1397,2
1398,4
1399,8
1400,9
1401,0
1402,6
1403,2
1404,9
1405,9
1406,7
1407,1
1408,0
1409,3
1410,0
1411,0
1412,3
1413,6
1414,6
1415,9
1416,6
1417,0
1418,1
1419,4
1420,1
1421,6
1422,8
1423,0
1424,9
1425,0
1426,3
1427,8
1428,0
1429,7
1430,6
1431,6
1432,0
1433,2
1434,9
1435,0
1436,3
1437,9
1438,2
1439,6
1440,7
1441,3
1442,5
1443,2
1444,9
1445,3
1446,4
1447,4
1448,7
1449,4
1450,9
1451,9
1452,8
1453,2
1454,6
1455,8
1456,0
1457,0
1458,1
1459,5
1460,7
1461,9
1462,5
1463,3
1464,0
1465,1
1466,1
1467,8
1468,9
1469,1
1470,8
1471,1
1472,6
1473,4
1474,2
1475,4
1476,9
1477,7
1478,2
1479,9
1480,6
1481,8
1482,0
1483,1
1484,1
1485,8
1486,9
1487,6
1488,8
1489,4
1490,1
1491,5
1492,3
1493,4
1494,7
1495,5
1496,0
1497,8
1498,4
1499,1
1500,0
1501,4
1502,0
1503,2
1504,9
1505,8
1506,5
1507,7
1508,8
1509,5
1510,9
1511,0
1512,7
1513,1
1514,3
1515,3
1516,8
1517,6
1518,1
1519,5
1520,9
1521,6
1522,3
1523,1
1524,6
1525,4
1526,9
1527,4
1528,8
1529,3
1530,8
1531,4
1532,2
1533,6
1534,0
1535,5
1536,0
1537,6
1538,9
1539,1
1540,2
1541,5
1542,1
1543,7
1544,1
1545,0
1546,5
1547,1
1548,4
1549,1
1550,8
1551,0
1552,3
1553,4
1554,6
1555,7
1556,1
1557,5
1558,3
1559,7
1560,7
1561,8
1562,8
1563,6
1564,5
1565,0
1566,0
1567,5
1568,7
1569,9
1570,9
1571,9
1572,2
1573,4
1574,8
1575,5
1576,6
1577,7
1578,7
1579,9
1580,8
1581,8
1582,0
1583,3
1584,9
1585,7
1586,4
1587,8
1588,2
1589,5
1590,5
1591,4
1592,4
1593,9
1594,0
1595,9
1596,2
1597,0
1598,4
1599,6
1600,8
1601,7
1602,7
1603,8
1604,0
1605,3
1606,8
1607,2
1608,5
1609,6
1610,4
1611,5
1612,6
1613,8
1614,9
1615,7
1616,6
1617,5
1618,8
1619,3
1620,9
1621,8
1622,1
1623,6
1624,7
1625,9
1626,6
1627,1
1628,5
1629,9
1630,3
1631,3
1632,0
1633,1
1634,9
1635,9
1636,5
1637,0
1638,6
1639,1
1640,8
1641,8
1642,7
1643,8
1644,0
1645,2
1646,6
1647,9
1648,0
1649,5
1650,8
1651,8
1652,0
1653,7
1654,0
1655,5
1656,3
1657,3
1658,4
1659,0
1660,9
1661,8
1662,8
1663,3
1664,4
1665,0
1666,4
1667,1
1668,9
1669,1
1670,6
1671,9
1672,6
1673,1
1674,5
1675,3
1676,2
1677,0
1678,6
1679,7
1680,4
1681,2
1682,8
1683,6
1684,2
1685,6
1686,4
1687,9
1688,8
1689,1
1690,4
1691,6
1692,7
1693,9
1694,6
1695,6
1696,0
1697,9
1698,9
1699,1
1700,6
1701,9
1702,8
1703,3
1704,3
1705,4
1706,5
1707,9
1708,2
1709,4
1710,1
1711,0
1712,7
1713,8
1714,9
1715,0
1716,0
1717,3
1718,4
1719,4
1720,1
1721,9
1722,6
1723,0
1724,9
1725,5
1726,5
1727,1
1728,3
1729,0
1730,8
1731,3
1732,4
1733,5
1734,4
1735,4
1736,1
1737,7
1738,1
1739,5
1740,7
1741,8
1742,6
1743,1
1744,7
1745,3
1746,8
1747,1
1748,5
1749,5
1750,9
1751,3
1752,0
1753,5
1754,3
1755,2
1756,0
1757,8
1758,0
1759,0
1760,9
1761,4
1762,2
1763,2
1764,7
1765,3
1766,4
1767,5
1768,0
1769,1
1770,7
1771,4
1772,2
1773,5
1774,8
1775,6
1776,3
1777,8
1778,5
1779,1
1780,7
1781,8
1782,6
1783,8
1784,8
1785,5
1786,8
1787,3
1788,0
1789,9
1790,3
1791,1
1792,4
1793,8
1794,6
1795,7
1796,6
1797,1
1798,3
1799,7
1800,5
1801,7
1802,5
1803,4
1804,7
1805,6
1806,7
1807,1
1808,4
1809,2
1810,1
1811,2
1812,8
1813,6
1814,8
1815,7
1816,7
1817,1
1818,4
1819,5
1820,4
1821,2
1822,1
1823,4
1824,6
1825,0
1826,6
1827,5
1828,1
1829,1
1830,5
1831,2
1832,1
1833,7
1834,4
1835,8
1836,7
1837,2
1838,0
1839,0
1840,3
1841,7
1842,2
1843,8
1844,6
1845,5
1846,8
1847,5
1848,4
1849,8
1850,4
1851,1
1852,8
1853,1
1854,4
1855,8
1856,1
1857,4
1858,1
1859,9
1860,2
1861,9
1862,7
1863,2
1864,7
1865,1
1866,8
1867,8
1868,0
1869,8
1870,2
1871,9
1872,2
1873,6
1874,8
1875,5
1876,5
1877,1
1878,0
1879,6
1880,0
1881,2
1882,6
1883,0
1884,1
1885,6
1886,8
1887,1
1888,5
1889,2
1890,3
1891,1
1892,4
1893,4
1894,1
1895,2
1896,2
1897,4
1898,6
1899,9
1900,1
1901,0
1902,3
1903,5
1904,7
1905,6
1906,2
1907,4
1908,3
1909,2
1910,5
1911,7
1912,2
1913,0
1914,4
1915,8
1916,0
1917,1
1918,7
1919,4
1920,5
1921,3
1922,4
1923,1
1924,0
1925,2
1926,4
1927,6
1928,4
1929,9
1930,9
1931,3
1932,8
1933,5
1934,3
1935,3
1936,4
1937,0
1938,5
1939,8
1940,4
1941,2
1942,2
1943,2
1944,8
1945,5
1946,8
1947,5
1948,8
1949,4
1950,2
1951,2
1952,2
1953,0
1954,2
1955,5
1956,7
1957,1
1958,1
1959,6
1960,6
1961,4
1962,8
1963,8
1964,5
1965,5
1966,4
1967,5
1968,9
1969,2
1970,0
1971,4
1972,7
1973,6
1974,8
1975,8
1976,0
1977,2
1978,0
1979,9
1980,3
1981,5
1982,6
1983,9
1984,0
1985,5
1986,3
1987,7
1988,8
1989,2
1990,7
1991,0
1992,4
1993,5
1994,3
1995,9
1996,8
1997,9
1998,6
1999,4
2000,4
2001,1
2002,3
2003,1
2004,2
2005,8
2006,1
2007,2
2008,5
2009,6
2010,6
2011,5
2012,6
2013,2
2014,8
2015,0
2016,4
2017,1
2018,3
2019,8
2020,4
2021,5
2022,0
2023,8
2024,9
2025,1
2026,8
2027,4
2028,7
2029,3
2030,3
2031,2
2032,3
2033,8
2034,8
2035,8
2036,1
2037,4
2038,6
2039,8
2040,1
2041,6
2042,1
2043,0
2044,0
2045,7
2046,6
2047,7
2048,8
2049,8
2050,2
2051,7
2052,6
2053,3
2054,6
2055,7
2056,8
2057,6
2058,7
2059,0
2060,1
2061,3
2062,8
2063,8
2064,6
2065,7
2066,7
2067,5
2068,8
2069,9
2070,6
2071,4
2072,1
2073,2
2074,5
2075,7
2076,1
2077,1
2078,9
2079,0
2080,2
2081,0
2082,6
2083,9
2084,4
2085,7
2086,8
2087,6
2088,2
2089,7
2090,5
2091,4
2092,0
2093,7
2094,5
2095,7
2096,6
2097,6
2098,6
2099,8
2100,8
2101,1
2102,2
2103,4
2104,8
2105,0
2106,9
2107,4
2108,2
2109,7
2110,9
2111,2
2112,5
2113,3
2114,5
2115,2
2116,4
2117,7
2118,9
2119,2
2120,9
2121,3
2122,7
2123,6
2124,0
2125,2
2126,7
2127,9
2128,8
2129,3
2130,8
2131,6
2132,3
2133,4
2134,9
2135,7
2136,4
2137,9
2138,0
2139,4
2140,5
2141,0
2142,8
2143,0
2144,8
2145,7
2146,4
2147,8
2148,0
2149,6
2150,4
2151,3
2152,3
2153,4
2154,8
2155,1
2156,2
2157,9
2158,3
2159,6
2160,0
2161,9
2162,6
2163,8
2164,1
2165,5
2166,1
2167,6
2168,3
2169,8
2170,5
2171,4
2172,8
2173,3
2174,2
2175,3
2176,8
2177,7
2178,0
2179,4
2180,7
2181,2
2182,3
2183,4
2184,1
2185,8
2186,1
2187,3
2188,4
2189,8
2190,6
2191,9
2192,5
2193,0
2194,3
2195,8
2196,7
2197,6
2198,3
2199,5
2200,3
2201,2
2202,6
2203,2
2204,6
2205,2
2206,8
2207,4
2208,0
2209,6
2210,8
2211,5
2212,0
2213,5
2214,1
2215,1
2216,5
2217,1
2218,9
2219,7
2220,3
2221,8
2222,1
2223,1
2224,0
2225,0
2226,6
2227,5
2228,1
2229,6
2230,9
2231,7
2232,4
2233,5
2234,4
2235,4
2236,6
2237,3
2238,5
2239,6
2240,7
2241,5
2242,9
2243,5
2244,9
2245,4
2246,4
2247,3
2248,1
2249,5
2250,0
2251,7
2252,9
2253,6
2254,7
2255,5
2256,9
2257,4
2258,8
2259,1
2260,0
2261,5
2262,0
2263,2
2264,2
2265,5
2266,5
2267,3
2268,8
2269,0
2270,8
2271,0
2272,2
2273,1
2274,3
2275,5
2276,4
2277,5
2278,4
2279,2
2280,2
2281,8
2282,6
2283,9
2284,1
2285,1
2286,3
2287,6
2288,5
2289,2
2290,0
2291,9
2292,1
2293,7
2294,5
2295,9
2296,1
2297,1
2298,8
2299,9
2300,5
2301,1
2302,4
2303,7
2304,7
2305,9
2306,2
2307,6
2308,8
2309,6
2310,8
2311,6
2312,1
2313,5
2314,4
2315,4
2316,4
2317,5
2318,0
2319,7
2320,8
2321,4
2322,4
2323,2
2324,0
2325,3
2326,7
2327,6
2328,4
2329,3
2330,0
2331,7
2332,4
2333,2
2334,4
2335,2
2336,7
2337,1
2338,1
2339,3
2340,3
2341,2
2342,0
2343,7
2344,4
2345,7
2346,0
2347,9
2348,4
2349,1
2350,5
2351,3
2352,5
2353,5
2354,9
2355,1
2356,6
2357,4
2358,1
2359,3
2360,0
2361,2
2362,7
2363,1
2364,9
2365,4
2366,5
2367,2
2368,3
2369,2
2370,2
2371,8
2372,3
2373,4
2374,5
2375,8
2376,6
2377,9
2378,8
2379,8
2380,3
2381,1
2382,8
2383,3
2384,2
2385,5
2386,9
2387,7
2388,7
2389,3
2390,4
2391,0
2392,5
2393,1
2394,1
2395,5
2396,7
2397,9
2398,7
2399,3
2400,5
2401,1
2402,9
2403,4
2404,8
2405,8
2406,8
2407,4
2408,4
2409,1
2410,1
2411,8
2412,7
2413,7
2414,4
2415,8
2416,2
2417,0
2418,6
2419,2
2420,2
2421,6
2422,9
2423,2
2424,8
2425,5
2426,6
2427,7
2428,5
2429,1
2430,0
2431,3
2432,7
2433,5
2434,1
2435,2
2436,9
2437,2
2438,1
2439,0
2440,6
2441,1
2442,8
2443,0
2444,8
2445,0
2446,4
2447,8
2448,6
2449,3
2450,8
2451,4
2452,4
2453,0
2454,8
2455,6
2456,8
2457,9
2458,5
2459,7
2460,1
2461,0
2462,2
2463,3
2464,0
2465,9
2466,2
2467,8
2468,6
2469,2
2470,3
2471,1
2472,9
2473,7
2474,0
2475,0
2476,4
2477,7
2478,1
2479,6
2480,4
2481,0
2482,7
2483,3
2484,8
2485,0
2486,9
2487,2
2488,6
2489,1
2490,3
2491,6
2492,6
2493,3
2494,3
2495,0
2496,8
2497,6
2498,9
2499,2
2500,7
2501,6
2502,2
2503,0
2504,2
2505,9
2506,3
2507,9
2508,3
2509,0
2510,9
2511,3
2512,9
2513,9
2514,8
2515,0
2516,0
2517,2
2518,9
2519,7
2520,5
2521,9
2522,4
2523,0
2524,2
2525,9
2526,0
2527,0
2528,1
2529,3
2530,2
2531,9
2532,3
2533,3
2534,9
2535,9
2536,7
2537,1
2538,5
2539,5
2540,5
2541,3
2542,3
2543,1
2544,0
2545,9
2546,7
2547,2
2548,9
2549,5
2550,0
2551,1
2552,3
2553,2
2554,4
2555,5
2556,8
2557,6
2558,3
2559,1
2560,3
2561,6
2562,0
2563,5
2564,4
2565,4
2566,7
2567,7
2568,7
2569,1
2570,8
2571,7
2572,1
2573,3
2574,8
2575,8
2576,9
2577,0
2578,5
2579,0
2580,4
2581,5
2582,2
2583,2
2584,5
2585,1
2586,2
2587,7
2588,3
2589,9
2590,5
2591,8
2592,3
2593,9
2594,0
2595,6
2596,8
2597,5
2598,9
2599,4
2600,5
2601,6
2602,6
2603,7
2604,0
2605,8
2606,7
2607,7
2608,5
2609,3
2610,8
2611,2
2612,0
2613,0
2614,3
2615,4
2616,2
2617,3
2618,6
2619,9
2620,6
2621,2
2622,2
2623,3
2624,0
2625,7
2626,9
2627,5
2628,0
2629,0
2630,5
2631,7
2632,5
2633,8
2634,5
2635,6
2636,6
2637,0
2638,8
2639,0
2640,6
2641,9
2642,1
2643,8
2644,7
2645,6
2646,9
2647,6
2648,2
2649,8
2650,6
2651,2
2652,0
2653,0
2654,0
2655,1
2656,9
2657,2
2658,6
2659,3
2660,2
2661,7
2662,4
2663,9
2664,3
2665,8
2666,6
2667,3
2668,6
2669,9
2670,7
2671,0
2672,4
2673,1
2674,9
2675,1
2676,7
2677,6
2678,0
2679,2
2680,2
2681,3
2682,0
2683,4
2684,2
2685,1
2686,5
2687,0
2688,4
2689,2
2690,7
2691,6
2692,1
2693,6
2694,6
2695,9
2696,0
2697,9
2698,5
2699,2
2700,8
2701,0
2702,3
2703,5
2704,4
2705,3
2706,0
2707,2
2708,6
2709,5
2710,4
2711,9
2712,4
2713,1
2714,2
2715,0
2716,7
2717,8
2718,6
2719,3
2720,3
2721,0
2722,6
2723,1
2724,0
2725,4
2726,1
2727,5
2728,1
2729,4
2730,7
2731,2
2732,2
2733,6
2734,8
2735,8
2736,6
2737,3
2738,0
2739,2
2740,3
2741,3
2742,4
2743,8
2744,0
2745,2
2746,9
2747,9
2748,7
2749,3
2750,3
2751,2
2752,7
2753,5
2754,6
2755,0
2756,7
2757,0
2758,7
2759,1
2760,9
2761,1
2762,0
2763,8
2764,7
2765,3
2766,7
2767,7
2768,6
2769,3
2770,7
2771,6
2772,5
2773,6
2774,4
2775,3
2776,4
2777,4
2778,2
2779,3
2780,1
2781,1
2782,3
2783,9
2784,9
2785,4
2786,5
2787,6
2788,4
2789,4
2790,3
2791,8
2792,6
2793,9
2794,0
2795,1
2796,6
2797,0
2798,0
2799,6
2800,6
2801,1
2802,0
2803,7
2804,4
2805,6
2806,7
2807,5
2808,0
2809,9
2810,5
2811,2
2812,9
2813,7
2814,7
2815,5
2816,5
2817,9
2818,8
2819,8
2820,5
2821,7
2822,8
2823,0
2824,2
2825,5
2826,2
2827,6
2828,1
2829,3
2830,3
2831,0
2832,1
2833,4
2834,6
2835,9
2836,5
2837,2
2838,6
2839,7
2840,0
2841,3
2842,5
2843,4
2844,1
2845,1
2846,3
2847,9
2848,4
2849,2
2850,9
2851,9
2852,8
2853,6
2854,5
2855,0
2856,5
2857,8
2858,2
2859,4
2860,7
2861,3
2862,8
2863,9
2864,3
2865,8
2866,7
2867,3
2868,2
2869,5
2870,6
2871,2
2872,4
2873,7
2874,4
2875,8
2876,4
2877,3
2878,0
2879,3
2880,2
2881,7
2882,2
2883,6
2884,2
2885,5
2886,5
2887,7
2888,8
2889,9
2890,2
2891,4
2892,1
2893,8
2894,2
2895,1
2896,0
2897,4
2898,7
2899,9
2900,7
2901,1
2902,9
2903,5
2904,4
2905,7
2906,8
2907,6
2908,8
2909,2
2910,9
2911,6
2912,1
2913,0
2914,7
2915,9
2916,3
2917,4
2918,4
2919,1
2920,0
2921,8
2922,5
2923,7
2924,0
2925,9
2926,5
2927,2
2928,0
2929,3
2930,8
2931,0
2932,6
2933,4
2934,1
2935,7
2936,2
2937,2
2938,0
2939,9
2940,4
2941,1
2942,0
2943,2
2944,5
2945,8
2946,2
2947,2
2948,2
2949,9
2950,9
2951,9
2952,3
2953,1
2954,0
2955,6
2956,5
2957,1
2958,3
2959,3
2960,8
2961,5
2962,5
2963,6
2964,9
2965,3
2966,3
2967,0
2968,3
2969,3
2970,0
2971,6
2972,0
2973,1
2974,7
2975,9
2976,0
2977,9
2978,3
2979,7
2980,8
2981,9
2982,8
2983,7
2984,1
2985,3
2986,9
2987,4
2988,5
2989,1
2990,9
2991,2
2992,6
2993,3
2994,5
2995,1
